transcript,wav_filename,wav_filesize
Oxirgi vaqtlarda Samarqandda bayramona tadbirlar ko‘p bo‘lmoqda va shu sabab tashkilotchilik yuqori darajada bo‘ldi.,AwACAgIAAxkBAAJjKmAzgpiRRaxuVOitaPhs1fMabTkXAAJlCwACMbKhSbF923-LnFySHgQ.wav,34881
Monopoliyaga qarshi kurashish qo‘mitasi tomonidan qonun hujjatlari talablari buzilganligi holati yuzasidan xususiy ajrim chiqarish yo‘li bilan munosabat bildirildi.,AwACAgIAAxkBAAJ3iGAztnNMprZC3w0-ZkCyaN6yP7wwAALJCQACLiGgSRDDLFhVP1dEHgQ.wav,39575
o'nta so'zli chiroyli gap bo'lishi mumkin edi.,AwACAgIAAxkBAAJ4R2Azt0vfchOeX3KkydSZ1dU80qMkAALPCwACqxugSZfHfUPWlDHqHgQ.wav,10153
"Oilalarda oʻgʻil farzandga koʻproq xarajat qilishadimi, yoki qiz farzandgami?",AwACAgIAAxkBAAJ4CGAztvSOUvJMTDZOBdv8PN6xJuX5AAI3DAACRuKZSeLbLegaFx2lHgQ.wav,26847
O‘sha soatdayoq hammaga oshkor bo‘libdi,AwACAgIAAxkBAAJ4xWAzuAtFGvKvoApFGD5dd26L8gHbAAL_CQACLiGgSQdHpM9LIl85HgQ.wav,11935
Men ham qo‘shilib yig‘lar edim,AwACAgIAAxkBAAKMEGAz66YHVtYOcTV4au8EXQ9AxFDKAAIUDAACYVmhSY_x3MM0_x8UHgQ.wav,13493
Biroq bu ham navbatdagi hiyla edi,AwACAgIAAxkBAAIKqF-hpfwuqJh8a5D385tNGOxEKdwEAAL4BwAC-QoQSaGf5QpjqvcJHgQ.wav,14406
Koʻrasiz barchasini unga aytib beraman.,AwACAgIAAxkBAAIVA1-jtL2_H0vAuxRpu3mcCG5UDsJrAAIiCQACwJ8YSVptJlQSR5jCHgQ.wav,8935
O‘sha soatdayoq hammaga oshkor bo‘libdi,AwACAgIAAxkBAAIVQ1-jtb9e-dUhMs2e_6OvQtB488vKAAJDCQACwJ8YSXrVxD5iVLttHgQ.wav,9348
"Yozning oxiri, kuz oylarida sinadik, endi qish-bahor oylarida ham sinaymiz.",AwACAgUAAxkBAAJCAAFf2yWZsfe_XLwzOJISwGsgxZf5RgACmAEAArdh2VZBWJfUOwrXbx4E.wav,13656
U bosh egishni bilmasdi,AwACAgIAAxkBAAJFpmAFb2BuVnLpqtFE3DstGcf75u96AAIVCwACnDcpSA2vjVG1LUrkHgQ.wav,7289
Bu kutubxonaning elektron shaklidir.,AwACAgIAAxkBAAJGF2AF9gt5rlB4Iw_NYRL_sg0PwtpjAAIDDQACWooxSHDMso6te-6wHgQ.wav,9148
"Suv suyuq boʻlgani kabi, byudjetdan tashqari byudjet ham yomon narsa.",AwACAgIAAxkBAAJHC2AVbyOUp7cGq5pW9MF0atBBepKIAAK2CgACSVSxSA5R-mN--EnyHgQ.wav,14679
"muhammad yusuf ijodining o'ziga xos xususiyati shundaki, u juda oson o'qiladi, sodda, xalqchil.",AwACAgIAAxkBAAJHxWAgCrg7xkuy2QsGNhP-CzLAGk8IAALXCQACHCsAAUklZd8NNpTimx4E.wav,25552
Monetar siyosatda katta oʻzgarishlar.,AwACAgIAAxkBAAJfwGAzcCwmaJUe5mB-s_BKaFYyUENuAAIRDAACSwiYSVMvC_ZtTIYzHgQ.wav,8806
Bu kutubxonadan foydalanish juda qulay.,AwACAgIAAxkBAAJf_mAzcKv0A_dieArb4F5SEkgfnERfAALVDgAC5bWZSWe8sWmknOFAHgQ.wav,8556
kuz-qish davri boshlanishi arafasida tegishli bildirishnomalarni olgani aytiladi,AwACAgIAAxkBAAJi9GAzgeQwqft95RKrYUircVOcouhJAAJZCwACMbKhSY29Qah2TruVHgQ.wav,25676
Ammo u yolg‘iz emasdi,AwACAgIAAxkBAAJ4imAzt6scTfWAiu-MSewdrCM5nxYhAALxCQACLiGgSQUsGD3RMf6tHgQ.wav,8929
"Kiyik go‘shti qovurilib, dasturxonga tortilibdi",AwACAgIAAxkBAAJ3ymAztrqHylqys80lq13qD-UDAnbkAALTCQACLiGgSX2qGfWr8Pk9HgQ.wav,10926
Men ham qo‘shilib yig‘lar edim,AwACAgIAAxkBAAJ4CWAztvTqhvgaZlf1xgWByz0pAtoeAALECwACqxugSZ6ohVY5zX5jHgQ.wav,7541
Hayotda birinchi raqamli qobiliyat bu taslim bo'lmaslik,AwACAgIAAxkBAAKNQmAz7mYuP4z04qWkva5wwhfqNHUXAAKBDwAC-gWhSZXSj8OuddN5HgQ.wav,13775
Qaysi mashg'ulot kunning asosiy qismini egallaydi,AwACAgIAAxkBAAKMyWAz7VvEfAhv3FLzBAtE8oXKVpMbAAJrDwAC-gWhSSarufAYsKI2HgQ.wav,12470
Hozir karantin,AwACAgIAAxkBAAEBloFgN8sHcnA9GglIZRLWosOzjswG5gACQQ8AAmkfuEmTYDPml4NbMB4E.wav,5008
Bunday ta’qib sovet hukumatini tashvishlantirib qo‘yadi,AwACAgIAAxkBAAKWa2Az_qaDQfpIw9bVWmi5CBnFov54AAKrDwAC_I2gSZPs5MeBV-kNHgQ.wav,14617
Ilmi ham yomon emas,AwACAgIAAxkBAAIK6l-hpx7q2uEklz_NRs99vK5PYPzAAAIaCAAC-QoQSWecxDhmLPDnHgQ.wav,7111
Biz o‘zimizning tarixiy xatoyimizni to‘g‘rilashimiz kerak.,AwACAgIAAxkBAAIS8V-jCsY8Ovxuht1_Rgz3d6puwad4AAI4CgAC1jwYSeonYrrvV4vNHgQ.wav,14506
Allohim o'zingga tavakkal qilgan hayotimni chiroyli sabrim ila go'zal qil.,AwACAgIAAxkBAAISc1-jAv3PPvTq7b6FpRukWBBFMjIEAALmCQAC1jwYSUFzkhN4IPjDHgQ.wav,20932
"Hayot yo‘llardan iborat emas, yo‘l ayni hayotdir",AwACAgIAAxkBAAISs1-jCHmZQYwpONVs151weFWkgT23AAIRCgAC1jwYSa4b6aJ8XkPDHgQ.wav,15364
Qilichbozlikda Temurbek hammadan ustun keldi,AwACAgIAAxkBAAIVRV-jtcYq6GrEa73_1fdzxc3inpuRAAJECQACwJ8YSZT2Y9eBOcCPHgQ.wav,11673
Bu narsa badgumonlikka olib keladi,AwACAgIAAxkBAAJAX1_N1AJPLPblcd6Ucyu1TZioOGIBAAKWCQACRXpwShaQltfWKBP0HgQ.wav,13174
Lekin buni kamida bir yil sinash kerak.,AwACAgIAAxkBAAJH32AioLPsp6h1DzguF2vB5JJiLgV9AAIJDQACwwQYSQJDyYejCwABSx4E.wav,13276
"Kirsam, yettita o‘qituvchi qator o‘tiribdi",AwACAgIAAxkBAAJfVGAzb3SPXVBuOXXhOPBsA6WzDSJLAAJrCQACQh-ZSQ1x3sF2rpcgHgQ.wav,11250
vazirlar mahkamasining yangi tarkibi shakllantirilguniga qadar mamlakat prezidentining qaroriga muvofiq o'z faoliyatini davom ettirib turadi.,AwACAgIAAxkBAAJfkGAzb9up-DB_7SfiYCPmwMumtrmWAALADgAC5bWZST0ENV5WJSD9HgQ.wav,31792
O‘zbekistonda dollarning rasmiy kursi yana oshdi.,AwACAgIAAxkBAAJgB2AzcLcjEGrN9tyYhU3Pn5-Nr0h-AALJDAAC2RGYSQcBbz5Qf_fCHgQ.wav,15898
Ammo u yolg‘iz emasdi,AwACAgIAAxkBAAJhG2AzdSkrZB-zpHrwoL1pbHtVhyONAAIBDQAC2RGYSUuVyMcoAm96HgQ.wav,11279
"Yozning oxiri, kuz oylarida sinadik, endi qish-bahor oylarida ham sinaymiz.",AwACAgIAAxkBAAJiSmAze7bsOE4WBPTlupxwo8nRn6dTAAK8CwACFzCYSf-jb4bd7-B_HgQ.wav,20126
nega mumkin emas,AwACAgIAAxkBAAJ4TGAzt1fw6Z-yo9QC9GuZ5Ry9OUjoAAI1DQACMbKhSSmZZckuahOTHgQ.wav,7219
Hozircha o’xshayapti. Tavsiya qilaman.,AwACAgIAAxkBAAKMpGAz7RxCPOG9t_fckBa0eiW6umvBAAKmDQAC1C-hSanBgyeced8vHgQ.wav,14229
"Barcha iqtidorli yozuvchilar har xil yozishadi, barcha iqtidorsizlar esa bir xil yozishadi.",AwACAgIAAxkBAAJ4jGAzt6zQ6JNU1hdBrupbI6vlZc9qAAJGDAACRuKZSYf7Yz_KaLB0HgQ.wav,35382
bu esa iste'molni oshirish paytida tabiiy gazni teng taqsimlash imkoniyatiga ega emasligini ma'lum qildi.,AwACAgIAAxkBAAKNGGAz7eecxzrKgUjZtGYBp5c-QOjKAAJeDQACmmSgSbV_X8UMeih5HgQ.wav,22669
Men buni universitetda matematika o’qigan odam sifatida yozyapman.,AwACAgIAAxkBAAKLGGAz6bliZVvHvS6P55JffGylg4OJAAJIDQAC1C-hSRp5NS7n3QWLHgQ.wav,22438
"Haftada bitta kitob o'qisang, bir yilda ellikta ta kitob bo'ladi",AwACAgIAAxkBAAKNF2Az7ecI2IGjdnOnUYVg7hZ7iOOfAAJ5DwAC-gWhSQ6plvX6sqcGHgQ.wav,16139
Men jirkanib ularni dunyoga keltirgan badbo'y balchiq tomon itqitaman,AwACAgIAAxkBAAKWbWAz_qtYXnZMGVBHcr98LI_ovNfzAALbCgACzOOhSQujMg1d7zr6HgQ.wav,14968
Ustigа kichkinаginа bir to‘shаkni yoydi,AwACAgIAAxkBAAKXbmA0AAF506FGghw_E03cX6mVPc3CrAAC_A0AAoX9oEnETF4CZ5fW-h4E.wav,11224
"Har bir mamlakatda yangi dori-darmonlar ishlab chiqarilganidan keyin u bir necha bosqichda sinovlardan o‘tkaziladi, jumladan vaksinalar ham.",AwACAgIAAxkBAAKX5GA0ARXlTxR3QMY4ArZa1ugMheFuAAIODgAChf2gSWtfEW1TY9R4HgQ.wav,32144
Hali hech narsa aniq emas,AwACAgIAAxkBAAILKl-hqFZYBiNWUwkSo2UjMZIyw1RpAAI6CAAC-QoQSWfeUSksuYHjHgQ.wav,8900
Mirzo Anvarga ruxsat bermadi,AwACAgIAAxkBAAIK7F-hpycfJ6z3YqjDSjl-QPK_zenqAAIbCAAC-QoQSX8QE2iZujy6HgQ.wav,8795
Yolg‘iz o‘zimiz hokimiyatni saqlab qololmaymiz deb aytdi hokim,AwACAgIAAxkBAAIKrF-hpg-qYoLGidAN3dYpFII7OZXyAAL7BwAC-QoQSVRTS5OIGFO3HgQ.wav,21331
Chunki siz qayg‘uni qalbingiz to‘riga joyladingiz,AwACAgIAAxkBAAIS81-jCtXd0yPKSAABnFsCUPip-g3e_gACOQoAAtY8GEn3p6RaIs_lxB4E.wav,12914
"Zilzilaning o‘zi bir ofat, ammo uning aholi zich hududda sodir bo‘lishi zarar ko‘lamini bir necha karra oshirib yuboradi.",AwACAgIAAxkBAAISdV-jAw0lYPjGsjfvGzaAKj9WnJGdAALnCQAC1jwYSba3kr04UFkDHgQ.wav,29374
"Xohlagan joyingiz, xohlagan vazirlik va tashkilotingizga boring - hamma istaganini qilyapti.",AwACAgIAAxkBAAIStV-jCIz8dBS3lf9-PHmxse0ZwBuFAAISCgAC1jwYSZ9g1yiCtNGaHgQ.wav,24539
"Aslida, dasturchining ish haqi oʻzgarib turadi va bu mutaxassisning tajribasiga bogʻliq.",AwACAgIAAxkBAAIYHV-ks8Is5XDWIOdVJnutFcx8-qxZAALLCgACwJ8gSaRWsihXaL07HgQ.wav,19633
Koʻrasiz barchasini unga aytib beraman.,AwACAgIAAxkBAAJfVmAzb3lxAkdvRMc86Z0Vk82AMREHAAJsCQACQh-ZSVBc9d411II8HgQ.wav,8356
"Yozning oxiri, kuz oylarida sinadik, endi qish-bahor oylarida ham sinaymiz.",AwACAgIAAxkBAAJfymAzcDmu0wABP7b-O5y7RL8v7zhw4wACwQwAAtkRmElUMdIpqGR7iR4E.wav,26230
Yana bir qulay tomoni zarur ma`lumot nusxasini ko`chirib olishingiz mumkin.,AwACAgIAAxkBAAJgCWAzcLqV8J9pMIVJUzBUMIKk3J0MAALXDgAC5bWZSZzqlLSN2d6VHgQ.wav,15571
"Sening topadigan puling, olgan biliming darajasiga proporsional",AwACAgIAAxkBAAJ3zmAztrybdC1pmNB1VXrVLUVbNZZLAAIrDQACMbKhSdZGFdYAATn_rR4E.wav,20556
Hali ham yosh bola ekansan.,AwACAgIAAxkBAAJ4DmAztvl-VK8gK2dLGGgAAR6VvMDlCgACxQsAAqsboEmV5k-URTVwrh4E.wav,7095
Bu kutubxonadan foydalanish juda qulay.,AwACAgIAAxkBAAKM7GAz7Yv6li2Id8mpvSTH882yNJTiAAJWDQACmmSgSfLk-RzlM0XyHgQ.wav,11116
Shu orada sudga noma'lum shaxs kirib kelib,AwACAgIAAxkBAAKNKmAz7hgnoO_VzQ426dHBkEhanhGiAAJkDQACmmSgSdMbStpWiCv4HgQ.wav,10519
Bu narsa badgumonlikka olib keladi,AwACAgIAAxkBAAKXpmA0AAHHy66Tki-inpI31QtJU8nY1gACBQ4AAoX9oEnOt7AgkoDoaB4E.wav,12095
Hoziroq ariza yuboring va bizning safimizga qo'shiling. Bunday imkoniyatni qo'ldan boy bermang!,AwACAgIAAxkBAAKWMGAz_kIpa0ZHWceibYr_M_MqN_bjAALOCgACzOOhSfOBaDLZmfIoHgQ.wav,19915
Qariyalar xomush tortishdi,AwACAgIAAxkBAAKW72Az_4d-MuM6trv5cu23qMibyevNAALkDQAChf2gSe7PHi9mw939HgQ.wav,9702
Tabiat bizga imkonsiz narsalar sodir bo’lishi ehtimoli borligini o’rgatadi.,AwACAgIAAxkBAAKY2GA0Awgogdiyo8d13QawB0yeNTufAALrDwAC_I2gSVqE2o90x6dBHgQ.wav,19409
Elektron kutubxona-Internetning ajoyib imkoniyatlaridan  biridir.,AwACAgIAAxkBAAKZg2A0BSaUkPv0FbSseTu9kH7vRh2CAAJBCgACXKOhSclmUgJUmaX1HgQ.wav,16537
Oxirgi vaqtlarda Samarqandda bayramona tadbirlar ko‘p bo‘lmoqda va shu sabab tashkilotchilik yuqori darajada bo‘ldi.,AwACAgIAAxkBAAKaA2A0Bn4Ugw2Gw4vePe6weZc1qynxAAJZCgACXKOhSTeackG0d9NfHgQ.wav,30271
Ishchi guruh ham bekorga tuzilayotgani yo‘q.,AwACAgIAAxkBAAKcK2A0cUCBI4x7hkCbcNv4fZr4yOFzAAJsCQACGRSoSQnNt-nPGIxKHgQ.wav,9692
Qish kechasi oppoq qor yogʻayotgan edi.,AwACAgIAAxkBAAIK7l-hpy4QmYf-KaKhoBRcHXyOA5jDAAIcCAAC-QoQSatpT6C0jhh8HgQ.wav,12995
Yangi avlod patlar bilan bezatilgan soch turmagiga o‘tsin,AwACAgIAAxkBAAIKrl-hpiCp1ehO-GsPoA9BDAaZrCWzAAL8BwAC-QoQSSBRdWP-SFClHgQ.wav,15063
"Yuk mashinasida O'zbekistonga kirib kelishadi va qamoqqa olinib, shu yerda halok bo‘lishadi",AwACAgIAAxkBAAIVCV-jtOTg-jP9uFTnHZtT8WtvS2YjAAImCQACwJ8YSfghW7R3o47tHgQ.wav,21172
Odamlar bizga oʻxshagan xulosa qilishsa hush koʻramiz.,AwACAgIAAxkBAAIYH1-ks8vu2KRpnJnsV0fCKVsuZCXKAALMCgACwJ8gSfmnDeiVy2A-HgQ.wav,12109
"onasidan mash'um xabarni eshitgandan boshlab, tinmay yig'ladi.",AwACAgIAAxkBAAIYQl-ktcFsIM6Nd-VAFnl1FV2jWB9ZAALBCwACzywgSWH4y0ZZFJP2HgQ.wav,14972
Rossiya Markaziy Banki o’zining raqamlashtirilgan valyutasini chiqarmoqchi!,AwACAgIAAxkBAAJflGAzb-RZ8s1WaxzkWCwoX9peRClJAAIHDAACSwiYSU4jtItoOYuzHgQ.wav,12960
"Elektron kutubxonadan foydalanishingiz uchun kompyuter, modem va Internet tarmog`i bo`lishi yetarli.",AwACAgIAAxkBAAJgC2AzcMN9h8WyYAJdbbeu9gvP6Ge0AALYDgAC5bWZSQvzOn3SP4ovHgQ.wav,19884
"o‘simlik va paxta yog‘lari, shuningdek, shakar narxi hamon qimmatligicha qolayotgani, bodring narxi keskin ko‘tarilgani oydinlashmoqda.",AwACAgIAAxkBAAJjBGAzgi5gdLTjGOf7HMsawSEf6_ByAAJcCwACMbKhSfCOBYD4F9ioHgQ.wav,41670
Monopoliyaga qarshi kurashish qo‘mitasi tomonidan qonun hujjatlari talablari buzilganligi holati yuzasidan xususiy ajrim chiqarish yo‘li bilan munosabat bildirildi.,AwACAgIAAxkBAAJgQmAzcTqSXJS14FF-2XS4oa7b2coNAALlDgAC5bWZSdKFiae_cYftHgQ.wav,33859
Olomon qurol-aslaha omborlariga hujum qiladi,AwACAgIAAxkBAAJjRGAzgsdsD1giKoRoDjTYAAG5ORHR3gACbAsAAjGyoUnm3YHJGa2yNh4E.wav,15832
U orqali Siz dunyoning ixtiyoriy nuqtasidagi elektron kutubxona ma`lumotlaridan foydalana olishingiz mumkin.,AwACAgIAAxkBAAJggmAzcd29COnNNJOP0_rc_t7DchcBAALQDAAC2RGYST9nWVbSsaoKHgQ.wav,28013
Tarjimonning birinchi davlat dumasi bilan uchrashuvi boʻlib oʻtdi,AwACAgIAAxkBAAJjvWAzg5sKdO-qApNkTWc9xhZm3M4wAAKLCwACMbKhSUQ0hh5JWxP-HgQ.wav,21335
"qaynoq ko'z yoshlari bilan yuz ko'zlarini yuvib, qayg'u alangasida tutaqib yondi, suyaklariga qadar zirqirab og'ridi.",AwACAgIAAxkBAAJ4zWAzuB1p6mfmTFGZ7ddGv-buHmEqAAKACwACirWhSYQ17Gwc9NvtHgQ.wav,44827
Stress miya imkoniyatlariga qarshi kurashadi,AwACAgIAAxkBAAJ4UGAzt14wN5QroQj6iuF17FwpGefrAALSCwACqxugSWU7UOWPp9juHgQ.wav,11081
Maqtovlardan mag‘rurlanish nafsni buzadi,AwACAgIAAxkBAAJ4kGAzt7FanbMPjw28OP8vXZ8L6V3sAALyCQACLiGgSfq0iiCOFrriHgQ.wav,10963
Biroq bu ham navbatdagi hiyla edi,AwACAgIAAxkBAAKWcWAz_rSD8tEvi5gY4ewlOEQZDUdOAAKsDwAC_I2gSSQCap1KfOSjHgQ.wav,10734
Lekin bunga imkon berishmaydi,AwACAgIAAxkBAAKW8WAz_4_qQDLHNMLVa8guGzX8LcWfAALlDQAChf2gSTTtZKCBcf2iHgQ.wav,9174
"Oilalarda oʻgʻil farzandga koʻproq xarajat qilishadimi, yoki qiz farzandgami?",AwACAgIAAxkBAAKY3GA0Aw0dxiOG9X1exK-op_vKnPg6AAI8DgAChf2gSQx5S6dc13vXHgQ.wav,19622
Bu kutubxonaning elektron shaklidir.,AwACAgIAAxkBAAKZhWA0BSwTrspyyMdNbnP1P_3yhKocAAJCCgACXKOhSerrZFIjNUnfHgQ.wav,11153
Bu farmon davlat tilini rivojlantirish va buni qonunan mustahkamlash bo‘yicha qilinayotgan ishlarning davomi hisoblanadi.,AwACAgIAAxkBAAKaBWA0Bn6IjiaRAAGFC6ZtoRWsKH1yWAACEgsAAszjoUmbqkwEGEMRyB4E.wav,24199
Bizning Marg‘ilonda bir qiz bor.,AwACAgIAAxkBAAKahWA0B8gFlwgeQr1x1s0USFC92gW8AAKQCgACXKOhSQQMOCtQ9yCxHgQ.wav,9603
"Qiziq, ayniqsa O’zbek tili nuqtai nazaridan qarasak.",AwACAgIAAxkBAAIYKF-ks-_Yn4HRDtnqGiTpP-SrdSk0AALPCgACwJ8gSQQUsZd4Z6tfHgQ.wav,13663
"Elektron kutubxonadan foydalanishingiz uchun kompyuter, modem va Internet tarmog`i bo`lishi yetarli.",AwACAgIAAxkBAAIY5l-kwPmC0DmKkCLUOVnn9UCFjCJGAAKrCAACENcpSQGe1ghdN01zHgQ.wav,19291
"onasidan mash'um xabarni eshitgandan boshlab, tinmay yig'ladi.",AwACAgIAAxkBAAIZCl-kxmxVGr1RUgGVOpQdyuM7KA94AAJ7CgACpu4pSUMTLPgS8-mnHgQ.wav,15070
yomon axloqning qalb sofligiga beradigan zarari esa qo'rqinchliroqdir.,AwACAgUAAxkBAAJB_F_bJXz6mArwEG0ddAnqjDxwVJGQAAKWAQACt2HZVnttYaYQ-_buHgQ.wav,13505
Lekin buni kamida bir yil sinash kerak.,AwACAgIAAxkBAAJCVF_cV47QB-G7uvpchpw0GQTAztmlAAIoCAACsrbhSkbSjz1TAAF_rx4E.wav,11423
Akkumulyatorlar sovuq iqlimga qanchalik bardosh beradi.,AwACAgIAAxkBAAJf0GAzcEQGVEL4qOY84TvOXhq8Si2_AALCDAAC2RGYSdI7k27zerjXHgQ.wav,17232
Tog‘ vakillari ham qirilib bitdi,AwACAgIAAxkBAAJiGmAzd1musoiBxvRC8eB6p4aw3UQEAAIxCwACFcqhSeN2Oy4KGcjPHgQ.wav,8471
yomon axloqning qalb sofligiga beradigan zarari esa qo'rqinchliroqdir.,AwACAgIAAxkBAAJixmAzgI49-hZwtf9CsuSbm9cqWajiAAI_CwACMbKhSWM6lSOhn6dKHgQ.wav,19364
Bunday mahsulotlardan biri elektr transport vositalarini zaryadlash stantsiyasidir.,AwACAgIAAxkBAAJ3lmAztoKDSN_JGlcSBKIbLVvUhqbiAAIlDQACMbKhSQ9vjhnhzsThHgQ.wav,28219
"Bizda oxirgi payt gender tengligi mavzusida koʻp mulohazalar boʻlyapti, albatta bu quvonarli.",AwACAgIAAxkBAAJ4FmAztwE9MtshNEDKyrEq85V9CwQJAAI4DAACRuKZSWeZEq6l5YVRHgQ.wav,29574
kuz-qish davri boshlanishi arafasida tegishli bildirishnomalarni olgani aytiladi,AwACAgIAAxkBAAKNEWAz7ccE5hCdcv_9f38GTzAWTQABJAACXA0AAppkoEkFwrHvl9SKEh4E.wav,17952
"Kutubxona deganda, odatda, ko`plab kitoblar terib qo`yilgan, uzun, katta javonlar joylashgan xonalar ko`z oldimizga keladi.",AwACAgIAAxkBAAKM2WAz7W6ybFW5TKyZBlOGfjw4g49GAAJTDQACmmSgSfexcksQLxzrHgQ.wav,27051
"Shuningdek, ikki do‘st oshpazlarning mualliflik taomlaridan bahramand bo‘lish imkoniyatiga ham ega bo‘lasiz.",AwACAgIAAxkBAAKZ1WA0BgxANgcuykUMPvqt95NZFN3IAAIFCwACzOOhSQ1GyTBtr5wYHgQ.wav,22395
Monetar siyosatda katta oʻzgarishlar.,AwACAgIAAxkBAAILMF-hqGk5jB3jKliUqVEEjCWfIE2SAAI9CAAC-QoQSYt1S3J5YEm4HgQ.wav,10227
"Har bir mamlakatda yangi dori-darmonlar ishlab chiqarilganidan keyin u bir necha bosqichda sinovlardan o‘tkaziladi, jumladan vaksinalar ham.",AwACAgIAAxkBAAIK8l-hp2kqBxPZWVFwjWA5_W_YyRudAAIfCAAC-QoQSXzXbhuVt5uhHgQ.wav,31234
Qirol islohotlarni bekor qiladi,AwACAgIAAxkBAAIKsl-hpiv28OZePeVDD6R2u8QrPGWCAAL-BwAC-QoQSaFixb1_iDNsHgQ.wav,10011
Musulmon insonning hayoti goʻzal,AwACAgIAAxkBAAIS-V-jCvYprQ7J2nfD-HmPI_Nzj5yzAAI8CgAC1jwYSQkxAAEZvq9g2B4E.wav,9563
"Agar siz haqiqatdan ham birornima qilishni xohlasangiz, siz yo'l topasiz",AwACAgIAAxkBAAISe1-jA0SBjb1bKwmqUmEPkdk7cT6TAALqCQAC1jwYSfG5_ih6D2FwHgQ.wav,22542
Olmos karatda o‘lchanadi,AwACAgIAAxkBAAISu1-jCPJ9vlXTg_SVW-QkscWezL8MAAIVCgAC1jwYSRn9Rix7xSC5HgQ.wav,8321
Tabiat bizga imkonsiz narsalar sodir bo’lishi ehtimoli borligini o’rgatadi.,AwACAgIAAxkBAAIVZV-jtlqsRlUarARylqlXaLc1Ni-2AAJVCQACwJ8YSVVGq9lumBGIHgQ.wav,14757
Sharof akaga xat yozsangiz ham javob beradilar.,AwACAgIAAxkBAAIYLF-ks_3u1M80x2Xwm3lyXtxb50N2AALRCgACwJ8gSQcUMTlgxNziHgQ.wav,13424
Biroq qayg‘uli voqealar shundan keyin boshlanadi,AwACAgIAAxkBAAJAYV_N1A1H12nh8G75MYAmocSbN8npAAKXCQACRXpwSkvhDNr8BIbMHgQ.wav,14197
Elektron kutubxona-Internetning ajoyib imkoniyatlaridan  biridir.,AwACAgIAAxkBAAJCal_cWWyX_CsNyT5lClj7vlaAc7phAAI6CAACsrbhSm_6BSquVrIMHgQ.wav,17463
"sovuq havoda avtomobil qanaqa yuradi, shularni sinashimiz kerak.",AwACAgIAAxkBAAJf0WAzcEWHwUpPgGCFVta8zihdPmsGAALJDgAC5bWZSZlP30roBt1qHgQ.wav,15186
Oxirgi vaqtlarda Samarqandda bayramona tadbirlar ko‘p bo‘lmoqda va shu sabab tashkilotchilik yuqori darajada bo‘ldi.,AwACAgIAAxkBAAJgSmAzcUuOtLl4GAsq8u1HKIkeQWQNAALnDgAC5bWZSXTD6J3GiFVtHgQ.wav,24324
"Qayd etish lozim, markaziy dehqon bozorlarida mahalliy hokimiyat rahbarlarining narxlarni tartibga solishga urinishi davom etmoqda.",AwACAgIAAxkBAAJjCGAzgj6YnAV4Wj1SrK2eVR1egdPLAAJdCwACMbKhSQIxMotPJsBhHgQ.wav,40402
Yangi avlod patlar bilan bezatilgan soch turmagiga o‘tsin,AwACAgIAAxkBAAJjhGAzg0ZcxikVYJOVVhCV6RpAEBZ2AAJ-CwACMbKhSQAB_T2uFh6m8h4E.wav,19483
Oxirgi vaqtlarda Samarqandda bayramona tadbirlar ko‘p bo‘lmoqda va shu sabab tashkilotchilik yuqori darajada bo‘ldi.,AwACAgIAAxkBAAJ3mGAztoftM8bM6Jsl2YTeQYO5DLuEAALLCQACLiGgSaQQq27zx-I4HgQ.wav,28828
Atrofdagilarni maftun etuvchi yoruq yulduzga aylaning,AwACAgIAAxkBAAJ4GGAztwSofTJBHxQTQTD-zdZWHhNKAAIzDQACMbKhSaP8lru-6-p-HgQ.wav,20848
O’zbekcha subtitrlar qo’yildi!,AwACAgIAAxkBAAJ41WAzuDESsKnttEA6K-ABsF_3EfPOAAJTDAACRuKZScifW5yG4-GSHgQ.wav,13889
"Undan tashqari, o‘zbek oshxonasiga doir mahorat darslari ham o‘tkazish rejalashtirilgan.",AwACAgIAAxkBAAEBlLZgN8fyywRAODgSmZOg3SkUPUEfOQAC7Q4AAmkfuEktgkBOizIn9x4E.wav,18799
"Bundan tashqari, aniq hisob-kitoblarga tayanmagan holda, ﻿taxminiy raqamlar bilan qaror qabul qilgan.",AwACAgIAAxkBAAKWP2Az_lsqGy_T9rZihdRfjfVTeyBSAALRDQAChf2gScUoX11mCg71HgQ.wav,24356
Bitta begunohni aybdor deb topishdan ko'ra to'qson to'qqizta gunohkorni oqlagan ma'qul.,AwACAgIAAxkBAAKWf2Az_skRVyeU8QL-VGr9P_7j-dFuAALfCgACzOOhSf6GZicBMvUPHgQ.wav,16785
Biroq bu ham navbatdagi hiyla edi,AwACAgIAAxkBAAKW_2Az_61kc8FRQirka5sQXa0M-tR7AALoDQAChf2gSWe4m43RzvXUHgQ.wav,10392
Tepadagi mavzuga qo'shimcha,AwACAgIAAxkBAAKYb2A0AkD6JMhCDu5PXvQCjIugfm8OAAJgCQACchGgSa5o4VUnEGJvHgQ.wav,8053
"Qisqasi, matematik bo’lmoqchi bo’lganlar tarix yoki falsafa o’qimasligi katta xato.",AwACAgIAAxkBAAKYrmA0AqVk3h2wkQ9zIa3R8ePWWaZ9AAIzDgAChf2gSVe0VYa28e_jHgQ.wav,19949
"Lekin bilasiz, siyosatchilar propaganda qilishni sevadilar.",AwACAgIAAxkBAAKZJGA0A-u3ZP-rUwd6xhHFgPqaS8uvAAL-DwAC_I2gSXII3ge2fHrPHgQ.wav,15425
